caseId,dateDecision,decisionType,usCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,justice,justiceName,vote,opinion,direction,majority,firstAgreement,secondAgreement
"1946-001","1946-11-18",1,329 U.S. 1,1946,1301,Vinson,24,"HALLIBURTON OIL WELL CEMENTING CO. v. WALKER et al., DOING BUSINESS AS DEPTHOGRAPH CO.","1946-01-09","1946-10-23",198,,172,,6,,,0,51,6,29,,0,11,2,1,1,3,0,1,1,0,80180,8,2,0,4,,6,600,35 U.S.C. Â§ 33,78,78,1,8,1,86,HHBurton,2,1,1,1,,
"1946-001","1946-11-18",1,329 U.S. 1,1946,1301,Vinson,24,"HALLIBURTON OIL WELL CEMENTING CO. v. WALKER et al., DOING BUSINESS AS DEPTHOGRAPH CO.","1946-01-09","1946-10-23",198,,172,,6,,,0,51,6,29,,0,11,2,1,1,3,0,1,1,0,80180,8,2,0,4,,6,600,35 U.S.C. Â§ 33,78,78,1,8,1,84,RHJackson,1,1,2,2,,
"1946-001","1946-11-18",1,329 U.S. 1,1946,1301,Vinson,24,"HALLIBURTON OIL WELL CEMENTING CO. v. WALKER et al., DOING BUSINESS AS DEPTHOGRAPH CO.","1946-01-09","1946-10-23",198,,172,,6,,,0,51,6,29,,0,11,2,1,1,3,0,1,1,0,80180,8,2,0,4,,6,600,35 U.S.C. Â§ 33,78,78,1,8,1,81,WODouglas,1,1,2,2,,
"1946-001","1946-11-18",1,329 U.S. 1,1946,1301,Vinson,24,"HALLIBURTON OIL WELL CEMENTING CO. v. WALKER et al., DOING BUSINESS AS DEPTHOGRAPH CO.","1946-01-09","1946-10-23",198,,172,,6,,,0,51,6,29,,0,11,2,1,1,3,0,1,1,0,80180,8,2,0,4,,6,600,35 U.S.C. Â§ 33,78,78,1,8,1,80,FFrankfurter,4,2,2,2,,
"1946-001","1946-11-18",1,329 U.S. 1,1946,1301,Vinson,24,"HALLIBURTON OIL WELL CEMENTING CO. v. WALKER et al., DOING BUSINESS AS DEPTHOGRAPH CO.","1946-01-09","1946-10-23",198,,172,,6,,,0,51,6,29,,0,11,2,1,1,3,0,1,1,0,80180,8,2,0,4,,6,600,35 U.S.C. Â§ 33,78,78,1,8,1,79,SFReed,1,1,2,2,,
"1946-001","1946-11-18",1,329 U.S. 1,1946,1301,Vinson,24,"HALLIBURTON OIL WELL CEMENTING CO. v. WALKER et al., DOING BUSINESS AS DEPTHOGRAPH CO.","1946-01-09","1946-10-23",198,,172,,6,,,0,51,6,29,,0,11,2,1,1,3,0,1,1,0,80180,8,2,0,4,,6,600,35 U.S.C. Â§ 33,78,78,1,8,1,78,HLBlack,1,2,2,2,,
"1946-001","1946-11-18",1,329 U.S. 1,1946,1301,Vinson,24,"HALLIBURTON OIL WELL CEMENTING CO. v. WALKER et al., DOING BUSINESS AS DEPTHOGRAPH CO.","1946-01-09","1946-10-23",198,,172,,6,,,0,51,6,29,,0,11,2,1,1,3,0,1,1,0,80180,8,2,0,4,,6,600,35 U.S.C. Â§ 33,78,78,1,8,1,85,WBRutledge,1,1,2,2,,
"1946-001","1946-11-18",1,329 U.S. 1,1946,1301,Vinson,24,"HALLIBURTON OIL WELL CEMENTING CO. v. WALKER et al., DOING BUSINESS AS DEPTHOGRAPH CO.","1946-01-09","1946-10-23",198,,172,,6,,,0,51,6,29,,0,11,2,1,1,3,0,1,1,0,80180,8,2,0,4,,6,600,35 U.S.C. Â§ 33,78,78,1,8,1,82,FMurphy,1,1,2,2,,
"1946-001","1946-11-18",1,329 U.S. 1,1946,1301,Vinson,24,"HALLIBURTON OIL WELL CEMENTING CO. v. WALKER et al., DOING BUSINESS AS DEPTHOGRAPH CO.","1946-01-09","1946-10-23",198,,172,,6,,,0,51,6,29,,0,11,2,1,1,3,0,1,1,0,80180,8,2,0,4,,6,600,35 U.S.C. Â§ 33,78,78,1,8,1,87,FMVinson,1,1,2,2,,
"1946-002","1946-11-18",1,329 U.S. 14,1946,1301,Vinson,12,CLEVELAND v. UNITED STATES,"1945-10-10","1946-10-17",100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. Â§ 398,81,87,1,6,3,86,HHBurton,1,1,1,2,,
"1946-002","1946-11-18",1,329 U.S. 14,1946,1301,Vinson,12,CLEVELAND v. UNITED STATES,"1945-10-10","1946-10-17",100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. Â§ 398,81,87,1,6,3,84,RHJackson,2,3,2,1,,
"1946-002","1946-11-18",1,329 U.S. 14,1946,1301,Vinson,12,CLEVELAND v. UNITED STATES,"1945-10-10","1946-10-17",100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. Â§ 398,81,87,1,6,3,81,WODouglas,1,2,1,2,,
"1946-002","1946-11-18",1,329 U.S. 14,1946,1301,Vinson,12,CLEVELAND v. UNITED STATES,"1945-10-10","1946-10-17",100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. Â§ 398,81,87,1,6,3,80,FFrankfurter,1,1,1,2,,
"1946-002","1946-11-18",1,329 U.S. 14,1946,1301,Vinson,12,CLEVELAND v. UNITED STATES,"1945-10-10","1946-10-17",100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. Â§ 398,81,87,1,6,3,79,SFReed,1,1,1,2,,
"1946-002","1946-11-18",1,329 U.S. 14,1946,1301,Vinson,12,CLEVELAND v. UNITED STATES,"1945-10-10","1946-10-17",100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. Â§ 398,81,87,1,6,3,78,HLBlack,2,3,2,1,,
"1946-002","1946-11-18",1,329 U.S. 14,1946,1301,Vinson,12,CLEVELAND v. UNITED STATES,"1945-10-10","1946-10-17",100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. Â§ 398,81,87,1,6,3,85,WBRutledge,4,2,1,2,,
"1946-002","1946-11-18",1,329 U.S. 14,1946,1301,Vinson,12,CLEVELAND v. UNITED STATES,"1945-10-10","1946-10-17",100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. Â§ 398,81,87,1,6,3,82,FMurphy,2,2,2,1,,
"1946-002","1946-11-18",1,329 U.S. 14,1946,1301,Vinson,12,CLEVELAND v. UNITED STATES,"1945-10-10","1946-10-17",100,,27,,1,,,0,123,52,30,,0,4,2,1,1,2,0,0,0,0,10500,1,1,0,4,,6,600,18 U.S.C. Â§ 398,81,87,1,6,3,87,FMVinson,1,1,1,2,,
"1946-003","1946-11-18",1,329 U.S. 29,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,"1945-11-08","1946-10-18",209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,86,HHBurton,2,1,1,1,79,
"1946-003","1946-11-18",1,329 U.S. 29,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,"1945-11-08","1946-10-18",209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,84,RHJackson,1,2,2,2,,
"1946-003","1946-11-18",1,329 U.S. 29,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,"1945-11-08","1946-10-18",209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,81,WODouglas,2,1,1,1,79,
"1946-003","1946-11-18",1,329 U.S. 29,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,"1945-11-08","1946-10-18",209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,80,FFrankfurter,2,1,1,1,79,
"1946-003","1946-11-18",1,329 U.S. 29,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,"1945-11-08","1946-10-18",209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,79,SFReed,2,2,1,1,,
"1946-003","1946-11-18",1,329 U.S. 29,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,"1945-11-08","1946-10-18",209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,78,HLBlack,1,1,2,2,,
"1946-003","1946-11-18",1,329 U.S. 29,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,"1945-11-08","1946-10-18",209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,85,WBRutledge,1,1,2,2,,
"1946-003","1946-11-18",1,329 U.S. 29,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,"1945-11-08","1946-10-18",209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,82,FMurphy,1,1,2,2,,
"1946-003","1946-11-18",1,329 U.S. 29,1946,1301,Vinson,21,CHAMPLIN REFINING CO. v. UNITED STATES ET AL.,"1945-11-08","1946-10-18",209,,27,,2,66,,1,107,42,107,42,0,1,,2,1,2,0,0,0,0,80250,8,2,0,1,,2,207,,84,78,1,5,4,87,FMVinson,1,1,2,2,,
"1946-004","1946-11-25",7,329 U.S. 40,1946,1301,Vinson,26,UNITED STATES v. ALCEA BAND OF TILLAMOOKS ET AL.,"1946-01-31","1946-10-25",27,,170,,1,67,,0,3,,3,,0,10,,2,1,2,0,0,0,0,20150,2,2,0,4,,6,600,49 Stat. 801,87,87,1,5,3,86,HHBurton,2,1,1,1,79,
"1946-004","1946-11-25",7,329 U.S. 40,1946,1301,Vinson,26,UNITED STATES v. ALCEA BAND OF TILLAMOOKS ET AL.,"1946-01-31","1946-10-25",27,,170,,1,67,,0,3,,3,,0,10,,2,1,2,0,0,0,0,20150,2,2,0,4,,6,600,49 Stat. 801,87,87,1,5,3,84,RHJackson,,,,,,
"1946-004","1946-11-25",7,329 U.S. 40,1946,1301,Vinson,26,UNITED STATES v. ALCEA BAND OF TILLAMOOKS ET AL.,"1946-01-31","1946-10-25",27,,170,,1,67,,0,3,,3,,0,10,,2,1,2,0,0,0,0,20150,2,2,0,4,,6,600,49 Stat. 801,87,87,1,5,3,81,WODouglas,1,1,2,2,,
"1946-004","1946-11-25",7,329 U.S. 40,1946,1301,Vinson,26,UNITED STATES v. ALCEA BAND OF TILLAMOOKS ET AL.,"1946-01-31","1946-10-25",27,,170,,1,67,,0,3,,3,,0,10,,2,1,2,0,0,0,0,20150,2,2,0,4,,6,600,49 Stat. 801,87,87,1,5,3,80,FFrankfurter,1,1,2,2,,
"1946-004","1946-11-25",7,329 U.S. 40,1946,1301,Vinson,26,UNITED STATES v. ALCEA BAND OF TILLAMOOKS ET AL.,"1946-01-31","1946-10-25",27,,170,,1,67,,0,3,,3,,0,10,,2,1,2,0,0,0,0,20150,2,2,0,4,,6,600,49 Stat. 801,87,87,1,5,3,79,SFReed,2,2,1,1,,
"1946-004","1946-11-25",7,329 U.S. 40,1946,1301,Vinson,26,UNITED STATES v. ALCEA BAND OF TILLAMOOKS ET AL.,"1946-01-31","1946-10-25",27,,170,,1,67,,0,3,,3,,0,10,,2,1,2,0,0,0,0,20150,2,2,0,4,,6,600,49 Stat. 801,87,87,1,5,3,78,HLBlack,4,2,2,2,,
"1946-004","1946-11-25",7,329 U.S. 40,1946,1301,Vinson,26,UNITED STATES v. ALCEA BAND OF TILLAMOOKS ET AL.,"1946-01-31","1946-10-25",27,,170,,1,67,,0,3,,3,,0,10,,2,1,2,0,0,0,0,20150,2,2,0,4,,6,600,49 Stat. 801,87,87,1,5,3,85,WBRutledge,2,1,1,1,79,
"1946-004","1946-11-25",7,329 U.S. 40,1946,1301,Vinson,26,UNITED STATES v. ALCEA BAND OF TILLAMOOKS ET AL.,"1946-01-31","1946-10-25",27,,170,,1,67,,0,3,,3,,0,10,,2,1,2,0,0,0,0,20150,2,2,0,4,,6,600,49 Stat. 801,87,87,1,5,3,82,FMurphy,1,1,2,2,,
"1946-004","1946-11-25",7,329 U.S. 40,1946,1301,Vinson,26,UNITED STATES v. ALCEA BAND OF TILLAMOOKS ET AL.,"1946-01-31","1946-10-25",27,,170,,1,67,,0,3,,3,,0,10,,2,1,2,0,0,0,0,20150,2,2,0,4,,6,600,49 Stat. 801,87,87,1,5,3,87,FMVinson,5,2,2,2,,
"1946-005","1946-11-25",1,329 U.S. 64,1946,1301,Vinson,50,"UNITED STATES v. HOWARD P. FOLEY CO., INC.","1946-10-25",,27,,176,,1,,,0,3,,3,,0,2,,2,1,3,0,1,0,0,80060,8,2,0,7,,,,NA,78,87,1,6,3,87,FMVinson,1,1,2,2,,
"1946-005","1946-11-25",1,329 U.S. 64,1946,1301,Vinson,50,"UNITED STATES v. HOWARD P. FOLEY CO., INC.","1946-10-25",,27,,176,,1,,,0,3,,3,,0,2,,2,1,3,0,1,0,0,80060,8,2,0,7,,,,NA,78,87,1,6,3,78,HLBlack,1,2,2,2,,
"1946-005","1946-11-25",1,329 U.S. 64,1946,1301,Vinson,50,"UNITED STATES v. HOWARD P. FOLEY CO., INC.","1946-10-25",,27,,176,,1,,,0,3,,3,,0,2,,2,1,3,0,1,0,0,80060,8,2,0,7,,,,NA,78,87,1,6,3,79,SFReed,2,3,1,1,,
"1946-005","1946-11-25",1,329 U.S. 64,1946,1301,Vinson,50,"UNITED STATES v. HOWARD P. FOLEY CO., INC.","1946-10-25",,27,,176,,1,,,0,3,,3,,0,2,,2,1,3,0,1,0,0,80060,8,2,0,7,,,,NA,78,87,1,6,3,80,FFrankfurter,2,3,1,1,,
"1946-005","1946-11-25",1,329 U.S. 64,1946,1301,Vinson,50,"UNITED STATES v. HOWARD P. FOLEY CO., INC.","1946-10-25",,27,,176,,1,,,0,3,,3,,0,2,,2,1,3,0,1,0,0,80060,8,2,0,7,,,,NA,78,87,1,6,3,81,WODouglas,1,1,2,2,,
"1946-005","1946-11-25",1,329 U.S. 64,1946,1301,Vinson,50,"UNITED STATES v. HOWARD P. FOLEY CO., INC.","1946-10-25",,27,,176,,1,,,0,3,,3,,0,2,,2,1,3,0,1,0,0,80060,8,2,0,7,,,,NA,78,87,1,6,3,82,FMurphy,1,1,2,2,,
"1946-005","1946-11-25",1,329 U.S. 64,1946,1301,Vinson,50,"UNITED STATES v. HOWARD P. FOLEY CO., INC.","1946-10-25",,27,,176,,1,,,0,3,,3,,0,2,,2,1,3,0,1,0,0,80060,8,2,0,7,,,,NA,78,87,1,6,3,84,RHJackson,2,3,1,1,,
"1946-005","1946-11-25",1,329 U.S. 64,1946,1301,Vinson,50,"UNITED STATES v. HOWARD P. FOLEY CO., INC.","1946-10-25",,27,,176,,1,,,0,3,,3,,0,2,,2,1,3,0,1,0,0,80060,8,2,0,7,,,,NA,78,87,1,6,3,85,WBRutledge,1,1,2,2,,
"1946-005","1946-11-25",1,329 U.S. 64,1946,1301,Vinson,50,"UNITED STATES v. HOWARD P. FOLEY CO., INC.","1946-10-25",,27,,176,,1,,,0,3,,3,,0,2,,2,1,3,0,1,0,0,80060,8,2,0,7,,,,NA,78,87,1,6,3,86,HHBurton,1,1,2,2,,
"1946-006","1946-11-25",1,329 U.S. 69,1946,1301,Vinson,46,RICHFIELD OIL CORP. v. STATE BOARD OF EQUALIZATION,"1946-10-24",,198,,4,6,2,117,6,0,302,6,300,6,1,1,3,2,3,3,0,1,0,0,80100,8,1,0,2,,1,129,NA,81,87,1,7,1,86,HHBurton,1,1,1,2,,
"1946-006","1946-11-25",1,329 U.S. 69,1946,1301,Vinson,46,RICHFIELD OIL CORP. v. STATE BOARD OF EQUALIZATION,"1946-10-24",,198,,4,6,2,117,6,0,302,6,300,6,1,1,3,2,3,3,0,1,0,0,80100,8,1,0,2,,1,129,NA,81,87,1,7,1,84,RHJackson,1,1,1,2,,
"1946-006","1946-11-25",1,329 U.S. 69,1946,1301,Vinson,46,RICHFIELD OIL CORP. v. STATE BOARD OF EQUALIZATION,"1946-10-24",,198,,4,6,2,117,6,0,302,6,300,6,1,1,3,2,3,3,0,1,0,0,80100,8,1,0,2,,1,129,NA,81,87,1,7,1,81,WODouglas,1,2,1,2,,
"1946-006","1946-11-25",1,329 U.S. 69,1946,1301,Vinson,46,RICHFIELD OIL CORP. v. STATE BOARD OF EQUALIZATION,"1946-10-24",,198,,4,6,2,117,6,0,302,6,300,6,1,1,3,2,3,3,0,1,0,0,80100,8,1,0,2,,1,129,NA,81,87,1,7,1,80,FFrankfurter,1,1,1,2,,
"1946-006","1946-11-25",1,329 U.S. 69,1946,1301,Vinson,46,RICHFIELD OIL CORP. v. STATE BOARD OF EQUALIZATION,"1946-10-24",,198,,4,6,2,117,6,0,302,6,300,6,1,1,3,2,3,3,0,1,0,0,80100,8,1,0,2,,1,129,NA,81,87,1,7,1,79,SFReed,1,1,1,2,,
"1946-006","1946-11-25",1,329 U.S. 69,1946,1301,Vinson,46,RICHFIELD OIL CORP. v. STATE BOARD OF EQUALIZATION,"1946-10-24",,198,,4,6,2,117,6,0,302,6,300,6,1,1,3,2,3,3,0,1,0,0,80100,8,1,0,2,,1,129,NA,81,87,1,7,1,78,HLBlack,2,2,2,1,,
"1946-006","1946-11-25",1,329 U.S. 69,1946,1301,Vinson,46,RICHFIELD OIL CORP. v. STATE BOARD OF EQUALIZATION,"1946-10-24",,198,,4,6,2,117,6,0,302,6,300,6,1,1,3,2,3,3,0,1,0,0,80100,8,1,0,2,,1,129,NA,81,87,1,7,1,85,WBRutledge,1,1,1,2,,
"1946-006","1946-11-25",1,329 U.S. 69,1946,1301,Vinson,46,RICHFIELD OIL CORP. v. STATE BOARD OF EQUALIZATION,"1946-10-24",,198,,4,6,2,117,6,0,302,6,300,6,1,1,3,2,3,3,0,1,0,0,80100,8,1,0,2,,1,129,NA,81,87,1,7,1,82,FMurphy,,,,,,
"1946-006","1946-11-25",1,329 U.S. 69,1946,1301,Vinson,46,RICHFIELD OIL CORP. v. STATE BOARD OF EQUALIZATION,"1946-10-24",,198,,4,6,2,117,6,0,302,6,300,6,1,1,3,2,3,3,0,1,0,0,80100,8,1,0,2,,1,129,NA,81,87,1,7,1,87,FMVinson,1,1,1,2,,
"1946-007","1946-11-25",1,329 U.S. 90,1946,1301,Vinson,4,AMERICAN POWER & LIGHT CO. v. SECURITIES & EXCHANGE COMMISSION,"1945-11-16","1946-10-14",148,,405,,1,105,,0,21,,21,,0,10,2,2,1,2,0,0,0,0,80120,8,2,0,1,,6,600,15 U.S.C. Â§ 79,82,74,1,6,0,86,HHBurton,1,1,2,2,,
"1946-007","1946-11-25",1,329 U.S. 90,1946,1301,Vinson,4,AMERICAN POWER & LIGHT CO. v. SECURITIES & EXCHANGE COMMISSION,"1945-11-16","1946-10-14",148,,405,,1,105,,0,21,,21,,0,10,2,2,1,2,0,0,0,0,80120,8,2,0,1,,6,600,15 U.S.C. Â§ 79,82,74,1,6,0,84,RHJackson,,,,,,
"1946-007","1946-11-25",1,329 U.S. 90,1946,1301,Vinson,4,AMERICAN POWER & LIGHT CO. v. SECURITIES & EXCHANGE COMMISSION,"1945-11-16","1946-10-14",148,,405,,1,105,,0,21,,21,,0,10,2,2,1,2,0,0,0,0,80120,8,2,0,1,,6,600,15 U.S.C. Â§ 79,82,74,1,6,0,81,WODouglas,,,,,,
"1946-007","1946-11-25",1,329 U.S. 90,1946,1301,Vinson,4,AMERICAN POWER & LIGHT CO. v. SECURITIES & EXCHANGE COMMISSION,"1945-11-16","1946-10-14",148,,405,,1,105,,0,21,,21,,0,10,2,2,1,2,0,0,0,0,80120,8,2,0,1,,6,600,15 U.S.C. Â§ 79,82,74,1,6,0,80,FFrankfurter,3,2,2,2,,
"1946-007","1946-11-25",1,329 U.S. 90,1946,1301,Vinson,4,AMERICAN POWER & LIGHT CO. v. SECURITIES & EXCHANGE COMMISSION,"1945-11-16","1946-10-14",148,,405,,1,105,,0,21,,21,,0,10,2,2,1,2,0,0,0,0,80120,8,2,0,1,,6,600,15 U.S.C. Â§ 79,82,74,1,6,0,79,SFReed,,,,,,
"1946-007","1946-11-25",1,329 U.S. 90,1946,1301,Vinson,4,AMERICAN POWER & LIGHT CO. v. SECURITIES & EXCHANGE COMMISSION,"1945-11-16","1946-10-14",148,,405,,1,105,,0,21,,21,,0,10,2,2,1,2,0,0,0,0,80120,8,2,0,1,,6,600,15 U.S.C. Â§ 79,82,74,1,6,0,78,HLBlack,1,1,2,2,,
"1946-007","1946-11-25",1,329 U.S. 90,1946,1301,Vinson,4,AMERICAN POWER & LIGHT CO. v. SECURITIES & EXCHANGE COMMISSION,"1945-11-16","1946-10-14",148,,405,,1,105,,0,21,,21,,0,10,2,2,1,2,0,0,0,0,80120,8,2,0,1,,6,600,15 U.S.C. Â§ 79,82,74,1,6,0,85,WBRutledge,4,2,2,2,,
"1946-007","1946-11-25",1,329 U.S. 90,1946,1301,Vinson,4,AMERICAN POWER & LIGHT CO. v. SECURITIES & EXCHANGE COMMISSION,"1945-11-16","1946-10-14",148,,405,,1,105,,0,21,,21,,0,10,2,2,1,2,0,0,0,0,80120,8,2,0,1,,6,600,15 U.S.C. Â§ 79,82,74,1,6,0,82,FMurphy,1,2,2,2,,
"1946-007","1946-11-25",1,329 U.S. 90,1946,1301,Vinson,4,AMERICAN POWER & LIGHT CO. v. SECURITIES & EXCHANGE COMMISSION,"1945-11-16","1946-10-14",148,,405,,1,105,,0,21,,21,,0,10,2,2,1,2,0,0,0,0,80120,8,2,0,1,,6,600,15 U.S.C. Â§ 79,82,74,1,6,0,87,FMVinson,1,1,2,2,,
"1946-008","1946-12-09",1,329 U.S. 129,1946,1301,Vinson,11,"ALMA MOTOR CO. v. TIMKEN-DETROIT AXLE CO. ET AL.","1946-04-25","1946-10-24",189,,189,,1,24,,0,54,9,23,,0,12,5,2,1,5,0,1,0,0,90200,9,1,0,4,,6,600,35 U.S.C. Â§ 89,87,87,1,9,0,86,HHBurton,1,1,1,2,,
"1946-008","1946-12-09",1,329 U.S. 129,1946,1301,Vinson,11,"ALMA MOTOR CO. v. TIMKEN-DETROIT AXLE CO. ET AL.","1946-04-25","1946-10-24",189,,189,,1,24,,0,54,9,23,,0,12,5,2,1,5,0,1,0,0,90200,9,1,0,4,,6,600,35 U.S.C. Â§ 89,87,87,1,9,0,84,RHJackson,1,1,1,2,,
"1946-008","1946-12-09",1,329 U.S. 129,1946,1301,Vinson,11,"ALMA MOTOR CO. v. TIMKEN-DETROIT AXLE CO. ET AL.","1946-04-25","1946-10-24",189,,189,,1,24,,0,54,9,23,,0,12,5,2,1,5,0,1,0,0,90200,9,1,0,4,,6,600,35 U.S.C. Â§ 89,87,87,1,9,0,81,WODouglas,1,1,1,2,,
"1946-008","1946-12-09",1,329 U.S. 129,1946,1301,Vinson,11,"ALMA MOTOR CO. v. TIMKEN-DETROIT AXLE CO. ET AL.","1946-04-25","1946-10-24",189,,189,,1,24,,0,54,9,23,,0,12,5,2,1,5,0,1,0,0,90200,9,1,0,4,,6,600,35 U.S.C. Â§ 89,87,87,1,9,0,80,FFrankfurter,1,1,1,2,,
"1946-008","1946-12-09",1,329 U.S. 129,1946,1301,Vinson,11,"ALMA MOTOR CO. v. TIMKEN-DETROIT AXLE CO. ET AL.","1946-04-25","1946-10-24",189,,189,,1,24,,0,54,9,23,,0,12,5,2,1,5,0,1,0,0,90200,9,1,0,4,,6,600,35 U.S.C. Â§ 89,87,87,1,9,0,79,SFReed,1,1,1,2,,
"1946-008","1946-12-09",1,329 U.S. 129,1946,1301,Vinson,11,"ALMA MOTOR CO. v. TIMKEN-DETROIT AXLE CO. ET AL.","1946-04-25","1946-10-24",189,,189,,1,24,,0,54,9,23,,0,12,5,2,1,5,0,1,0,0,90200,9,1,0,4,,6,600,35 U.S.C. Â§ 89,87,87,1,9,0,78,HLBlack,1,1,1,2,,
"1946-008","1946-12-09",1,329 U.S. 129,1946,1301,Vinson,11,"ALMA MOTOR CO. v. TIMKEN-DETROIT AXLE CO. ET AL.","1946-04-25","1946-10-24",189,,189,,1,24,,0,54,9,23,,0,12,5,2,1,5,0,1,0,0,90200,9,1,0,4,,6,600,35 U.S.C. Â§ 89,87,87,1,9,0,85,WBRutledge,1,1,1,2,,
"1946-008","1946-12-09",1,329 U.S. 129,1946,1301,Vinson,11,"ALMA MOTOR CO. v. TIMKEN-DETROIT AXLE CO. ET AL.","1946-04-25","1946-10-24",189,,189,,1,24,,0,54,9,23,,0,12,5,2,1,5,0,1,0,0,90200,9,1,0,4,,6,600,35 U.S.C. Â§ 89,87,87,1,9,0,82,FMurphy,1,1,1,2,,
"1946-008","1946-12-09",1,329 U.S. 129,1946,1301,Vinson,11,"ALMA MOTOR CO. v. TIMKEN-DETROIT AXLE CO. ET AL.","1946-04-25","1946-10-24",189,,189,,1,24,,0,54,9,23,,0,12,5,2,1,5,0,1,0,0,90200,9,1,0,4,,6,600,35 U.S.C. Â§ 89,87,87,1,9,0,87,FMVinson,1,2,1,2,,
"1946-009","1946-12-09",1,329 U.S. 143,1946,1301,Vinson,25,UNEMPLOYMENT COMPENSATION COMMISSION OF ALASKA ET AL. v. ARAGON ET AL.,"1946-02-27","1946-11-13",4,2,248,,1,117,2,0,44,2,29,,1,10,2,2,1,7,0,1,0,0,70190,7,1,0,4,5,5,512,,87,87,1,9,0,86,HHBurton,1,1,1,2,,
"1946-009","1946-12-09",1,329 U.S. 143,1946,1301,Vinson,25,UNEMPLOYMENT COMPENSATION COMMISSION OF ALASKA ET AL. v. ARAGON ET AL.,"1946-02-27","1946-11-13",4,2,248,,1,117,2,0,44,2,29,,1,10,2,2,1,7,0,1,0,0,70190,7,1,0,4,5,5,512,,87,87,1,9,0,84,RHJackson,1,1,1,2,,
"1946-009","1946-12-09",1,329 U.S. 143,1946,1301,Vinson,25,UNEMPLOYMENT COMPENSATION COMMISSION OF ALASKA ET AL. v. ARAGON ET AL.,"1946-02-27","1946-11-13",4,2,248,,1,117,2,0,44,2,29,,1,10,2,2,1,7,0,1,0,0,70190,7,1,0,4,5,5,512,,87,87,1,9,0,81,WODouglas,1,1,1,2,,
"1946-009","1946-12-09",1,329 U.S. 143,1946,1301,Vinson,25,UNEMPLOYMENT COMPENSATION COMMISSION OF ALASKA ET AL. v. ARAGON ET AL.,"1946-02-27","1946-11-13",4,2,248,,1,117,2,0,44,2,29,,1,10,2,2,1,7,0,1,0,0,70190,7,1,0,4,5,5,512,,87,87,1,9,0,80,FFrankfurter,1,1,1,2,,
